employee_id,transaction_id,edge_timestamp
emp_000182,txn_053955,2025-08-25T11:51:06
emp_000063,txn_069217,2025-04-14T13:37:48
emp_000477,txn_025168,2025-09-08T18:54:02
emp_000532,txn_023504,2025-03-26T12:15:47
emp_000063,txn_062721,2025-07-21T17:13:54
emp_000523,txn_076024,2025-02-21T10:03:41
emp_000083,txn_032162,2025-04-14T09:26:46
emp_000556,txn_014994,2025-05-14T12:30:12
emp_000422,txn_069864,2025-10-02T09:31:15
emp_000392,txn_027768,2025-03-03T15:17:32
emp_000234,txn_068578,2025-11-24T15:01:37
emp_000304,txn_025070,2025-02-16T10:47:10
emp_000390,txn_029065,2025-12-17T12:49:48
emp_000226,txn_057238,2025-03-20T18:42:33
emp_000446,txn_065204,2025-04-28T11:09:54
emp_000377,txn_073134,2025-02-17T10:59:51
emp_000158,txn_029758,2025-09-29T10:23:58
emp_000478,txn_005998,2025-09-22T13:02:50
emp_000064,txn_031706,2025-10-21T10:32:24
emp_000022,txn_070151,2025-09-18T18:16:30
emp_000269,txn_027678,2025-09-01T09:37:17
emp_000399,txn_048517,2025-12-22T10:01:41
emp_000038,txn_008519,2025-01-13T13:43:47
emp_000501,txn_014542,2025-11-25T10:48:51
emp_000504,txn_061171,2025-04-22T13:05:46
emp_000030,txn_038605,2025-03-31T14:42:22
emp_000036,txn_068719,2025-10-10T11:50:23
emp_000427,txn_044907,2025-11-10T10:55:50
emp_000535,txn_010475,2025-10-09T09:23:37
emp_000062,txn_004887,2025-06-11T13:24:15
emp_000399,txn_000511,2025-11-03T11:26:33
emp_000240,txn_042605,2025-08-21T17:32:13
emp_000478,txn_026381,2025-09-16T16:22:18
emp_000119,txn_025669,2025-02-10T14:58:52
emp_000551,txn_054731,2025-05-15T12:12:08
emp_000427,txn_047592,2025-08-20T09:39:32
emp_000523,txn_010642,2025-06-09T10:56:10
emp_000399,txn_058476,2025-08-01T09:43:15
emp_000083,txn_055197,2025-04-14T15:35:39
emp_000552,txn_034433,2025-07-03T11:13:34
emp_000056,txn_050252,2025-06-12T14:53:21
emp_000441,txn_035065,2025-06-12T13:49:48
emp_000081,txn_017273,2025-08-18T13:12:31
emp_000443,txn_041805,2025-04-28T09:13:50
emp_000538,txn_052264,2025-08-12T13:13:56
emp_000535,txn_006280,2025-07-16T14:44:15
emp_000267,txn_041614,2025-04-08T09:42:28
emp_000413,txn_034091,2025-02-21T12:49:08
emp_000103,txn_032431,2025-02-17T13:13:11
emp_000501,txn_041929,2025-12-08T13:35:23
emp_000283,txn_027594,2025-04-05T10:55:43
emp_000533,txn_003646,2025-04-14T18:25:42
emp_000441,txn_000363,2025-08-11T10:19:14
emp_000501,txn_028177,2025-07-01T09:47:10
emp_000152,txn_005342,2025-01-31T14:36:38
emp_000318,txn_068475,2025-03-03T12:39:44
emp_000182,txn_056908,2025-09-26T15:31:51
