employee_id,transaction_id,edge_timestamp
emp_000030,txn_001620,2025-11-21T15:10:04
emp_000038,txn_003829,2025-12-29T11:43:29
emp_000015,txn_001269,2025-04-28T17:53:07
emp_000022,txn_001103,2025-07-07T14:05:45
emp_000022,txn_002428,2025-11-05T16:21:13
emp_000001,txn_000286,2025-06-02T12:15:34
emp_000022,txn_001317,2025-06-16T13:21:51
emp_000001,txn_000366,2025-03-06T11:08:04
emp_000040,txn_002651,2025-09-15T13:35:06
emp_000018,txn_000324,2025-03-07T09:22:56
emp_000018,txn_000230,2025-10-13T18:45:14
emp_000001,txn_002318,2025-12-26T11:41:59
emp_000015,txn_000621,2025-12-31T09:10:45
emp_000022,txn_003593,2025-02-05T16:27:26
emp_000038,txn_000187,2025-12-15T15:55:33
emp_000018,txn_002854,2025-10-08T11:35:10
emp_000036,txn_002898,2025-07-29T16:18:03
emp_000001,txn_002729,2025-01-06T16:31:14
emp_000030,txn_002830,2025-06-02T15:11:23
emp_000030,txn_002422,2025-01-10T10:09:05
emp_000018,txn_001492,2025-06-20T12:03:07
emp_000015,txn_001385,2025-04-24T13:43:12
emp_000036,txn_002986,2025-05-13T15:27:37
emp_000018,txn_001905,2025-02-03T14:58:27
emp_000022,txn_001190,2025-01-13T10:17:32
emp_000015,txn_000752,2025-03-03T10:39:46
emp_000022,txn_003727,2025-06-19T16:11:01
emp_000030,txn_001536,2025-06-13T12:10:06
emp_000036,txn_003320,2025-11-29T17:53:20
emp_000030,txn_001300,2025-01-01T11:24:52
emp_000022,txn_003271,2025-07-08T09:22:33
emp_000018,txn_002979,2025-07-21T11:09:35
emp_000040,txn_001155,2025-10-24T18:12:37
emp_000015,txn_003250,2025-09-30T17:46:45
emp_000036,txn_003591,2025-07-18T17:37:33
emp_000001,txn_000402,2025-01-16T15:40:43
emp_000030,txn_003853,2025-04-03T17:22:18
emp_000022,txn_003008,2025-04-11T09:20:11
emp_000018,txn_003059,2025-08-06T10:16:55
emp_000006,txn_001771,2025-04-30T16:01:29
emp_000015,txn_002035,2025-05-14T11:57:01
emp_000001,txn_003584,2025-12-04T14:03:11
emp_000022,txn_003293,2025-01-03T16:36:39
emp_000018,txn_002467,2025-08-15T16:46:35
emp_000040,txn_003461,2025-02-12T09:59:16
emp_000040,txn_001514,2025-10-27T10:22:49
emp_000001,txn_003036,2025-07-03T13:10:56
emp_000001,txn_003870,2025-08-15T16:45:12
emp_000001,txn_003871,2025-11-15T09:50:44
emp_000001,txn_003872,2025-04-22T15:17:18
emp_000001,txn_003873,2025-12-08T17:24:35
emp_000001,txn_003874,2025-03-11T18:18:22
emp_000001,txn_003875,2025-07-20T16:15:42
emp_000001,txn_003876,2025-08-05T11:07:02
emp_000001,txn_003877,2025-08-04T14:14:33
emp_000001,txn_003878,2025-09-22T18:29:21
emp_000001,txn_003879,2025-09-18T14:28:20
emp_000001,txn_003880,2025-08-01T13:54:46
emp_000001,txn_003881,2025-01-27T11:07:41
emp_000001,txn_003882,2025-08-19T18:12:01
emp_000001,txn_003883,2025-11-21T13:42:49
emp_000001,txn_003884,2025-04-28T13:50:15
emp_000001,txn_003885,2025-08-08T15:27:13
emp_000001,txn_003886,2025-08-04T10:32:35
emp_000001,txn_003887,2025-07-31T14:16:09
emp_000001,txn_003888,2025-07-08T12:41:20
emp_000001,txn_003889,2025-03-27T13:23:38
emp_000001,txn_003890,2025-06-02T09:41:14
emp_000001,txn_003891,2025-04-15T12:15:54
emp_000001,txn_003892,2025-08-20T14:10:19
emp_000001,txn_003893,2025-11-10T12:51:08
emp_000001,txn_003894,2025-12-02T09:08:09
emp_000003,txn_003920,2025-08-18T18:26:48
emp_000003,txn_003921,2025-02-03T10:05:48
emp_000003,txn_003922,2025-03-27T14:42:56
emp_000003,txn_003923,2025-03-06T13:44:26
emp_000003,txn_003924,2025-02-26T13:02:30
emp_000003,txn_003925,2025-01-20T09:46:09
emp_000003,txn_003926,2025-04-18T15:08:02
emp_000003,txn_003927,2025-11-24T12:34:55
emp_000003,txn_003928,2025-04-23T13:26:51
emp_000003,txn_003929,2025-03-21T17:24:05
emp_000003,txn_003930,2025-09-22T18:13:06
emp_000003,txn_003931,2025-12-08T18:20:04
emp_000003,txn_003932,2025-08-06T16:58:40
emp_000003,txn_003933,2025-05-14T14:42:10
emp_000003,txn_003934,2025-03-21T13:06:03
emp_000003,txn_003935,2025-02-12T11:28:36
emp_000003,txn_003936,2025-10-27T12:37:37
emp_000003,txn_003937,2025-11-10T09:39:59
emp_000003,txn_003938,2025-09-27T12:18:00
emp_000003,txn_003939,2025-12-09T10:47:45
emp_000003,txn_003940,2025-02-10T19:06:54
emp_000003,txn_003941,2025-05-28T11:31:05
emp_000003,txn_003942,2025-12-01T17:21:03
emp_000003,txn_003943,2025-11-27T19:06:11
emp_000003,txn_003944,2025-02-21T14:07:32
