employee_id,account_id,edge_timestamp
emp_000027,acct_000745,2025-08-01T11:58:25
emp_000024,acct_000595,2025-06-10T14:15:49
emp_000026,acct_000451,2025-09-12T16:27:27
emp_000024,acct_000094,2025-03-28T12:17:18
emp_000010,acct_000478,2025-10-15T10:53:27
emp_000014,acct_000828,2025-04-22T14:34:03
emp_000013,acct_000412,2025-02-14T14:05:40
emp_000013,acct_000913,2025-03-31T12:49:39
emp_000008,acct_000989,2025-07-14T10:39:44
emp_000027,acct_000329,2025-03-31T17:21:42
emp_000017,acct_000404,2025-03-03T12:40:45
emp_000035,acct_000624,2025-01-08T17:28:19
emp_000002,acct_000925,2025-04-10T18:30:09
emp_000027,acct_000214,2025-09-08T14:28:31
emp_000003,acct_000789,2025-03-05T17:57:15
emp_000017,acct_000306,2025-06-18T10:05:32
emp_000027,acct_000486,2025-06-09T17:16:00
emp_000013,acct_000503,2025-09-10T14:53:11
emp_000027,acct_001061,2025-05-19T09:46:39
emp_000024,acct_000203,2025-05-26T14:20:34
emp_000035,acct_000436,2025-07-16T17:02:55
emp_000026,acct_000874,2025-02-10T17:03:34
emp_000004,acct_000784,2025-10-06T11:54:29
emp_000013,acct_000048,2025-11-03T16:59:01
emp_000026,acct_000565,2025-05-09T14:00:15
emp_000035,acct_000473,2025-04-21T11:31:40
emp_000014,acct_000285,2025-08-22T11:10:13
emp_000014,acct_000874,2025-11-10T14:03:16
emp_000010,acct_000791,2025-01-23T14:37:03
emp_000014,acct_000731,2025-04-18T14:53:09
emp_000008,acct_000399,2025-12-15T18:37:27
emp_000027,acct_000122,2025-11-21T15:52:03
emp_000028,acct_000321,2025-08-28T13:56:00
emp_000004,acct_000530,2025-12-02T12:07:58
emp_000020,acct_000187,2025-02-05T18:39:54
emp_000011,acct_000343,2025-04-07T17:16:13
emp_000028,acct_000385,2025-10-03T18:20:59
emp_000024,acct_000343,2025-03-21T14:04:41
emp_000035,acct_000660,2025-04-01T18:17:39
emp_000024,acct_000816,2025-07-07T14:06:10
emp_000023,acct_000893,2025-04-14T17:12:27
emp_000027,acct_000711,2025-08-21T09:13:05
emp_000004,acct_000344,2025-03-07T10:15:14
emp_000035,acct_000730,2025-04-18T13:11:04
emp_000013,acct_000688,2025-05-28T14:48:50
emp_000014,acct_000871,2025-09-24T12:35:44
emp_000024,acct_000130,2025-09-08T12:43:18
emp_000027,acct_000044,2025-08-10T18:40:36
emp_000010,acct_000524,2025-08-29T10:22:30
emp_000027,acct_000216,2025-01-09T17:02:42
emp_000003,acct_000437,2025-01-13T10:45:08
emp_000010,acct_000337,2025-07-29T12:40:08
emp_000010,acct_000234,2025-06-02T12:58:30
emp_000004,acct_000256,2025-11-24T14:48:38
emp_000027,acct_000084,2025-04-17T12:45:24
emp_000013,acct_000178,2025-01-18T14:28:05
emp_000014,acct_000361,2025-04-14T10:22:18
emp_000010,acct_000930,2025-10-14T16:27:40
emp_000026,acct_000014,2025-04-04T12:21:27
emp_000014,acct_000030,2025-11-17T18:34:27
emp_000004,acct_000765,2025-01-07T16:44:35
emp_000026,acct_000446,2025-12-08T17:06:36
emp_000008,acct_000595,2025-10-15T16:17:24
emp_000026,acct_000446,2025-08-20T12:21:13
emp_000017,acct_000436,2025-02-05T10:24:10
emp_000003,acct_000830,2025-07-01T10:19:44
emp_000028,acct_000424,2025-11-11T15:46:23
emp_000020,acct_000412,2025-02-10T09:21:22
emp_000004,acct_000093,2025-04-15T09:42:49
emp_000013,acct_000680,2025-09-24T13:13:16
emp_000013,acct_000205,2025-05-15T18:17:49
emp_000008,acct_000346,2025-06-26T17:27:02
emp_000002,acct_001049,2025-02-25T17:02:43
emp_000008,acct_000650,2025-03-05T13:47:06
emp_000024,acct_000123,2025-10-13T14:00:42
emp_000023,acct_000547,2025-12-19T12:44:36
emp_000011,acct_000585,2025-06-24T12:38:59
emp_000002,acct_000593,2025-03-06T13:01:34
emp_000028,acct_000580,2025-12-29T13:08:23
emp_000026,acct_001082,2025-12-01T11:28:50
emp_000027,acct_001031,2025-04-01T09:36:06
emp_000008,acct_000339,2025-03-20T13:50:49
emp_000008,acct_000532,2025-03-24T17:02:38
emp_000002,acct_000331,2025-01-06T16:37:45
emp_000014,acct_000241,2025-08-14T09:08:42
emp_000013,acct_000490,2025-09-15T09:34:24
emp_000008,acct_000663,2025-04-28T12:14:01
emp_000008,acct_000731,2025-02-17T17:14:39
emp_000020,acct_000324,2025-03-14T15:41:27
emp_000008,acct_000506,2025-02-10T15:40:21
emp_000020,acct_000666,2025-03-28T11:32:48
emp_000013,acct_000286,2025-06-16T12:53:19
emp_000023,acct_000383,2025-11-03T18:36:13
emp_000027,acct_000728,2025-08-13T16:20:35
emp_000013,acct_000157,2025-06-16T11:19:16
emp_000013,acct_000018,2025-08-20T14:00:06
emp_000010,acct_001019,2025-11-21T09:12:41
emp_000008,acct_000518,2025-02-22T14:08:24
emp_000026,acct_000412,2025-07-31T13:10:29
emp_000004,acct_000384,2025-07-27T13:43:20
emp_000013,acct_000794,2025-09-08T16:39:27
emp_000020,acct_000799,2025-09-03T11:24:38
emp_000013,acct_000010,2025-02-17T12:14:08
emp_000010,acct_000194,2025-08-20T09:10:41
emp_000035,acct_000248,2025-11-05T18:24:04
emp_000020,acct_000193,2025-10-06T13:47:29
emp_000008,acct_000852,2025-01-22T12:34:18
emp_000023,acct_000308,2025-07-23T09:52:26
emp_000011,acct_000323,2025-09-15T14:45:25
emp_000023,acct_000926,2025-09-29T17:32:21
emp_000003,acct_000868,2025-10-20T09:52:45
emp_000014,acct_000585,2025-09-05T10:05:11
emp_000010,acct_000316,2025-01-20T11:12:02
emp_000014,acct_000762,2025-10-13T12:36:34
emp_000024,acct_000139,2025-02-24T10:15:40
emp_000035,acct_000962,2025-05-05T17:52:42
emp_000011,acct_000900,2025-10-10T16:24:28
emp_000011,acct_000504,2025-07-21T17:45:18
emp_000002,acct_000826,2025-03-21T09:24:33
emp_000004,acct_000129,2025-04-17T09:48:00
emp_000014,acct_000448,2025-10-27T10:18:57
emp_000017,acct_000696,2025-01-28T13:18:15
emp_000011,acct_000904,2025-02-19T18:10:36
emp_000002,acct_000291,2025-12-29T13:48:59
emp_000008,acct_000877,2025-04-30T11:15:32
emp_000023,acct_000549,2025-03-04T14:08:23
emp_000013,acct_001079,2025-06-30T15:14:20
emp_000004,acct_000243,2025-07-30T13:50:49
emp_000027,acct_000841,2025-09-15T16:06:52
emp_000008,acct_000753,2025-09-29T10:52:03
emp_000002,acct_000200,2025-05-19T09:34:07
emp_000014,acct_000690,2025-08-08T12:51:05
emp_000026,acct_000810,2025-01-27T10:25:35
emp_000028,acct_001083,2025-11-21T17:35:17
emp_000028,acct_000184,2025-10-07T10:54:39
emp_000002,acct_000063,2025-04-05T11:06:13
emp_000020,acct_000634,2025-07-15T18:29:34
emp_000020,acct_000301,2025-06-17T18:26:14
emp_000002,acct_000044,2025-02-17T15:33:46
emp_000014,acct_000506,2025-05-22T14:00:03
emp_000024,acct_000183,2025-12-08T10:12:40
emp_000017,acct_000848,2025-06-09T17:43:58
emp_000026,acct_000287,2025-04-28T13:57:16
emp_000026,acct_000313,2025-01-14T18:04:26
emp_000003,acct_000800,2025-08-05T17:58:24
emp_000020,acct_000986,2025-01-21T14:44:29
emp_000026,acct_000860,2025-08-25T16:49:50
emp_000004,acct_000244,2025-03-13T09:59:31
emp_000027,acct_000374,2025-07-07T14:08:22
emp_000004,acct_000716,2025-01-15T12:12:22
emp_000017,acct_001097,2025-01-27T15:04:32
emp_000013,acct_000021,2025-05-12T11:10:37
emp_000035,acct_001107,2025-07-11T12:08:52
emp_000002,acct_000133,2025-12-31T12:14:57
emp_000013,acct_000020,2025-10-17T09:17:00
emp_000020,acct_000087,2025-06-23T15:21:47
emp_000028,acct_000015,2025-05-19T15:12:25
emp_000004,acct_000229,2025-09-22T12:49:33
emp_000017,acct_001087,2025-10-06T11:26:37
emp_000027,acct_000163,2025-07-31T12:24:28
emp_000035,acct_000137,2025-08-22T16:20:11
emp_000020,acct_000369,2025-12-19T15:39:06
emp_000017,acct_001107,2025-11-20T18:29:59
emp_000004,acct_000543,2025-02-19T11:16:20
emp_000028,acct_000968,2025-01-20T17:51:30
emp_000023,acct_000084,2025-06-16T13:18:53
emp_000004,acct_001114,2025-10-02T17:42:52
emp_000028,acct_001058,2025-10-30T14:55:01
emp_000002,acct_000208,2025-05-05T18:52:42
emp_000020,acct_000434,2025-10-10T11:34:42
emp_000004,acct_000637,2025-01-09T13:24:11
emp_000027,acct_000402,2025-07-03T16:59:48
emp_000020,acct_000813,2025-12-02T17:18:51
emp_000011,acct_000129,2025-01-22T18:20:18
emp_000026,acct_000858,2025-02-24T12:03:50
emp_000002,acct_000156,2025-12-22T18:39:41
emp_000017,acct_000813,2025-08-18T16:01:38
emp_000008,acct_000190,2025-01-21T12:45:53
emp_000011,acct_000653,2025-09-05T15:08:04
emp_000003,acct_000526,2025-06-02T13:04:22
emp_000026,acct_000488,2025-01-22T14:46:28
emp_000035,acct_000764,2025-08-11T11:51:56
emp_000011,acct_000045,2025-03-25T10:28:20
emp_000011,acct_000435,2025-10-16T09:20:12
emp_000008,acct_000465,2025-11-25T16:45:25
emp_000002,acct_000935,2025-04-07T12:09:57
emp_000013,acct_000289,2025-04-28T16:58:23
emp_000035,acct_000555,2025-07-14T17:20:13
emp_000017,acct_000240,2025-06-02T11:26:41
emp_000003,acct_000997,2025-08-14T14:30:55
emp_000020,acct_000896,2025-06-26T17:21:43
emp_000024,acct_000808,2025-06-03T14:05:49
emp_000011,acct_000568,2025-03-12T16:36:15
emp_000010,acct_000744,2025-02-17T11:11:42
emp_000013,acct_000669,2025-02-25T10:35:29
emp_000026,acct_000493,2025-05-13T10:17:18
emp_000035,acct_000994,2025-08-14T13:28:26
emp_000028,acct_000159,2025-01-10T12:04:33
emp_000011,acct_001019,2025-09-07T15:03:55
emp_000026,acct_000898,2025-12-08T13:46:58
emp_000027,acct_000677,2025-02-17T17:46:25
emp_000008,acct_000709,2025-04-30T10:08:04
emp_000004,acct_000479,2025-12-31T17:08:40
emp_000035,acct_000097,2025-09-30T15:42:32
emp_000008,acct_000520,2025-08-12T15:51:03
emp_000008,acct_001013,2025-01-08T14:36:15
emp_000028,acct_000076,2025-02-24T14:23:44
emp_000011,acct_000794,2025-06-09T11:16:24
emp_000024,acct_000686,2025-03-20T18:23:45
emp_000028,acct_000401,2025-06-12T10:24:34
emp_000017,acct_001063,2025-01-27T09:46:48
emp_000017,acct_000907,2025-12-18T14:52:54
emp_000028,acct_000996,2025-05-07T13:43:41
emp_000017,acct_001060,2025-05-08T14:37:32
emp_000017,acct_000799,2025-11-04T17:52:48
emp_000010,acct_000929,2025-06-11T17:17:48
emp_000010,acct_000972,2025-02-24T12:29:03
emp_000017,acct_000613,2025-07-21T17:17:22
emp_000002,acct_000126,2025-07-14T15:59:52
emp_000035,acct_000364,2025-05-19T13:24:58
emp_000014,acct_000169,2025-03-14T17:43:17
emp_000003,acct_000354,2025-08-25T12:43:36
emp_000004,acct_000164,2025-03-17T11:48:04
emp_000008,acct_000284,2025-11-27T17:22:05
emp_000028,acct_001021,2025-09-01T14:04:39
emp_000017,acct_001090,2025-06-09T12:04:49
emp_000024,acct_000703,2025-10-03T11:04:39
emp_000017,acct_000699,2025-11-05T18:26:34
emp_000002,acct_000978,2025-10-06T10:17:07
emp_000020,acct_000520,2025-12-31T14:19:47
emp_000035,acct_000668,2025-12-01T18:28:04
emp_000027,acct_000473,2025-10-20T13:27:33
emp_000013,acct_000204,2025-01-07T18:00:12
emp_000024,acct_001032,2025-12-31T16:08:24
emp_000002,acct_000355,2025-05-01T17:49:28
emp_000002,acct_001001,2025-05-08T15:26:59
emp_000020,acct_001011,2025-01-22T15:41:39
emp_000002,acct_000240,2025-10-16T15:42:40
emp_000014,acct_000491,2025-06-26T15:09:12
emp_000002,acct_000353,2025-02-07T10:55:07
emp_000035,acct_000011,2025-12-18T09:00:02
emp_000010,acct_000367,2025-03-07T09:22:15
emp_000026,acct_000146,2025-08-18T09:55:05
emp_000011,acct_000540,2025-08-27T14:57:36
emp_000008,acct_000250,2025-09-08T09:50:25
emp_000003,acct_000826,2025-09-22T17:23:29
emp_000003,acct_000375,2025-08-27T12:07:27
emp_000017,acct_000181,2025-12-05T15:38:52
emp_000023,acct_000884,2025-06-03T15:34:26
emp_000026,acct_000521,2025-07-30T18:54:07
emp_000020,acct_000018,2025-01-09T09:59:57
emp_000008,acct_000434,2025-08-18T16:32:17
emp_000008,acct_000036,2025-09-01T12:32:51
emp_000017,acct_000675,2025-01-23T10:21:17
emp_000008,acct_001085,2025-07-15T11:41:46
emp_000014,acct_000441,2025-11-17T12:19:32
emp_000004,acct_000585,2025-01-29T11:25:37
emp_000026,acct_000462,2025-02-14T14:44:22
emp_000003,acct_000039,2025-09-15T16:23:31
emp_000028,acct_000673,2025-02-20T12:07:32
emp_000014,acct_000279,2025-04-09T16:03:42
emp_000017,acct_000563,2025-05-12T15:34:59
emp_000002,acct_000216,2025-12-08T12:40:34
emp_000035,acct_000078,2025-02-04T09:27:23
emp_000011,acct_000985,2025-08-28T14:26:54
emp_000002,acct_000890,2025-12-22T09:19:07
emp_000026,acct_000022,2025-11-09T15:25:55
emp_000004,acct_000383,2025-10-09T18:08:55
emp_000013,acct_000773,2025-04-14T13:37:55
emp_000010,acct_001028,2025-11-19T18:26:37
emp_000011,acct_000354,2025-01-15T15:51:52
emp_000010,acct_000693,2025-06-25T17:49:15
emp_000020,acct_000199,2025-01-21T17:33:22
emp_000020,acct_000492,2025-02-13T18:53:48
emp_000028,acct_000336,2025-08-20T16:32:50
emp_000035,acct_000926,2025-12-08T09:14:18
emp_000004,acct_001029,2025-05-20T17:00:01
emp_000002,acct_000032,2025-02-17T09:53:53
emp_000011,acct_000241,2025-05-22T17:37:01
emp_000002,acct_000164,2025-02-17T12:53:50
emp_000011,acct_000224,2025-07-01T17:55:46
emp_000010,acct_000955,2025-09-09T11:17:18
emp_000007,acct_000973,2025-03-28T14:17:56
emp_000039,acct_000750,2025-06-11T09:15:43
emp_000039,acct_000028,2025-08-20T18:20:34
emp_000001,acct_000009,2025-08-15T16:33:12
emp_000001,acct_000009,2025-11-15T09:38:44
emp_000001,acct_000005,2025-04-22T15:04:18
emp_000001,acct_000005,2025-12-08T17:17:35
emp_000001,acct_000007,2025-03-11T18:14:22
emp_000001,acct_000008,2025-07-20T16:00:42
emp_000001,acct_000007,2025-08-05T10:56:02
emp_000001,acct_000007,2025-08-04T14:03:33
emp_000001,acct_000009,2025-09-22T18:25:21
emp_000001,acct_000009,2025-09-18T14:18:20
emp_000001,acct_000008,2025-08-01T13:48:46
emp_000001,acct_000009,2025-01-27T10:59:41
emp_000001,acct_000007,2025-08-19T18:09:01
emp_000001,acct_000009,2025-11-21T13:36:49
emp_000001,acct_000007,2025-04-28T13:37:15
emp_000001,acct_000009,2025-08-08T15:20:13
emp_000001,acct_000007,2025-08-04T10:29:35
emp_000001,acct_000009,2025-07-31T14:00:09
emp_000001,acct_000007,2025-07-08T12:29:20
emp_000001,acct_000009,2025-03-27T13:08:38
emp_000001,acct_000009,2025-06-02T09:34:14
