tag_id,entity_type,entity_id,scenario_type,is_adversarial,is_hard_negative
tag_000001,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000002,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000003,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000004,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000005,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000006,TRANSACTION,txn_003801,legitimate_access_before_txn,False,True
tag_000007,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000008,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000009,TRANSACTION,txn_003802,legitimate_access_before_txn,False,True
tag_000010,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000011,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000012,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000013,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000014,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000015,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000016,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000017,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000018,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000019,TRANSACTION,txn_003803,legitimate_access_before_txn,False,True
tag_000020,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000021,TRANSACTION,txn_003804,legitimate_access_before_txn,False,True
tag_000022,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000023,TRANSACTION,txn_003805,legitimate_access_before_txn,False,True
tag_000024,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000025,TRANSACTION,txn_003806,legitimate_access_before_txn,False,True
tag_000026,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000027,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000028,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000029,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000030,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000031,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000032,TRANSACTION,txn_003807,legitimate_access_before_txn,False,True
tag_000033,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000034,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000035,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000036,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000037,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000038,TRANSACTION,txn_003808,legitimate_access_before_txn,False,True
tag_000039,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000040,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000041,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000042,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000043,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000044,TRANSACTION,txn_003809,legitimate_access_before_txn,False,True
tag_000045,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000046,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000047,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000048,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000049,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000050,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000051,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000052,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000053,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000054,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000055,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000056,TRANSACTION,txn_003810,legitimate_access_before_txn,False,True
tag_000057,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000058,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000059,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000060,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000061,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000062,TRANSACTION,txn_003811,legitimate_access_before_txn,False,True
tag_000063,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000064,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000065,TRANSACTION,txn_003812,legitimate_access_before_txn,False,True
tag_000066,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000067,TRANSACTION,txn_003813,legitimate_access_before_txn,False,True
tag_000068,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000069,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000070,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000071,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000072,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000073,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000074,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000075,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000076,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000077,TRANSACTION,txn_003814,legitimate_access_before_txn,False,True
tag_000078,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000079,TRANSACTION,txn_003815,legitimate_access_before_txn,False,True
tag_000080,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000081,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000082,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000083,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000084,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000085,TRANSACTION,txn_003816,legitimate_access_before_txn,False,True
tag_000086,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000087,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000088,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000089,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000090,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000091,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000092,TRANSACTION,txn_003817,legitimate_access_before_txn,False,True
tag_000093,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000094,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000095,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000096,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000097,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000098,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000099,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000100,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000101,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000102,TRANSACTION,txn_003818,legitimate_access_before_txn,False,True
tag_000103,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000104,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000105,TRANSACTION,txn_003819,legitimate_access_before_txn,False,True
tag_000106,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000107,TRANSACTION,txn_003820,legitimate_access_before_txn,False,True
tag_000108,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000109,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000110,TRANSACTION,txn_003821,legitimate_access_before_txn,False,True
tag_000111,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000112,TRANSACTION,txn_003822,legitimate_access_before_txn,False,True
tag_000113,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000114,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000115,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000116,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000117,TRANSACTION,txn_003823,legitimate_access_before_txn,False,True
tag_000118,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000119,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000120,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000121,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000122,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000123,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000124,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000125,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000126,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000127,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000128,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000129,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000130,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000131,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000132,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000133,TRANSACTION,txn_003824,legitimate_access_before_txn,False,True
tag_000134,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000135,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000136,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000137,TRANSACTION,txn_003825,legitimate_access_before_txn,False,True
tag_000138,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000139,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000140,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000141,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000142,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000143,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000144,TRANSACTION,txn_003826,legitimate_access_before_txn,False,True
tag_000145,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000146,TRANSACTION,txn_003827,legitimate_access_before_txn,False,True
tag_000147,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000148,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000149,TRANSACTION,txn_003828,legitimate_access_before_txn,False,True
tag_000150,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000151,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000152,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000153,TRANSACTION,txn_003829,legitimate_access_before_txn,False,True
tag_000154,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000155,TRANSACTION,txn_003830,legitimate_access_before_txn,False,True
tag_000156,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000157,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000158,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000159,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000160,TRANSACTION,txn_003831,legitimate_access_before_txn,False,True
tag_000161,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000162,TRANSACTION,txn_003832,legitimate_access_before_txn,False,True
tag_000163,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000164,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000165,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000166,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000167,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000168,TRANSACTION,txn_003833,legitimate_access_before_txn,False,True
tag_000169,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000170,TRANSACTION,txn_003834,legitimate_access_before_txn,False,True
tag_000171,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000172,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000173,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000174,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000175,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000176,TRANSACTION,txn_003835,legitimate_access_before_txn,False,True
tag_000177,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000178,TRANSACTION,txn_003836,legitimate_access_before_txn,False,True
tag_000179,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000180,TRANSACTION,txn_003837,legitimate_access_before_txn,False,True
tag_000181,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000182,TRANSACTION,txn_003838,legitimate_access_before_txn,False,True
tag_000183,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000184,TRANSACTION,txn_003839,legitimate_access_before_txn,False,True
tag_000185,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000186,TRANSACTION,txn_003840,legitimate_access_before_txn,False,True
tag_000187,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000188,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000189,TRANSACTION,txn_003841,legitimate_access_before_txn,False,True
tag_000190,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000191,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000192,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000193,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000194,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000195,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000196,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000197,TRANSACTION,txn_003842,legitimate_access_before_txn,False,True
tag_000198,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000199,TRANSACTION,txn_003843,legitimate_access_before_txn,False,True
tag_000200,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000201,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000202,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000203,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000204,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000205,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000206,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000207,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000208,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000209,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000210,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000211,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000212,TRANSACTION,txn_003844,legitimate_access_before_txn,False,True
tag_000213,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000214,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000215,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000216,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000217,TRANSACTION,txn_003845,legitimate_access_before_txn,False,True
tag_000218,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000219,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000220,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000221,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000222,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000223,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000224,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000225,TRANSACTION,txn_003846,legitimate_access_before_txn,False,True
tag_000226,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000227,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000228,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000229,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000230,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000231,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000232,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000233,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000234,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000235,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000236,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000237,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000238,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000239,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000240,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000241,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000242,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000243,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000244,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000245,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000246,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000247,TRANSACTION,txn_003847,legitimate_access_before_txn,False,True
tag_000248,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000249,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000250,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000251,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000252,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000253,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000254,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000255,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000256,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000257,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000258,TRANSACTION,txn_003848,legitimate_access_before_txn,False,True
tag_000259,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000260,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000261,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000262,TRANSACTION,txn_003849,legitimate_access_before_txn,False,True
tag_000263,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000264,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000265,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000266,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000267,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000268,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000269,TRANSACTION,txn_003850,legitimate_access_before_txn,False,True
tag_000270,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000271,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000272,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000273,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000274,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000275,TRANSACTION,txn_003851,legitimate_access_before_txn,False,True
tag_000276,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000277,TRANSACTION,txn_003852,legitimate_access_before_txn,False,True
tag_000278,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000279,TRANSACTION,txn_003853,legitimate_access_before_txn,False,True
tag_000280,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000281,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000282,TRANSACTION,txn_003854,legitimate_access_before_txn,False,True
tag_000283,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000284,TRANSACTION,txn_003855,legitimate_access_before_txn,False,True
tag_000285,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000286,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000287,TRANSACTION,txn_003856,legitimate_access_before_txn,False,True
tag_000288,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000289,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000290,EMPLOYEE,emp_000024,legitimate_high_volume_support,False,True
tag_000291,TRANSACTION,txn_003857,legitimate_access_before_txn,False,True
tag_000292,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000293,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000294,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000295,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000296,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000297,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000298,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000299,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000300,TRANSACTION,txn_003858,legitimate_access_before_txn,False,True
tag_000301,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000302,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000303,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
